----------Creating Processes----------
Process: A 	Size: 17 	Arrival Time: 5 	Run Time: 5 
[0:043.4] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.5] Process: o, Page Referenced: 1, Page-in-memory: 80
[0:043.5] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:043.5] Process: x, Page Referenced: 7, Page-in-memory: 8
[0:043.5] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:043.5] Process: Z, Page Referenced: 4, Page-in-memory: 24
[0:043.5] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:043.5] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:043.5] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:043.5] Process: N, Page Referenced: 1, Page-in-memory: 42
[0:043.5] Process: x, Page Referenced: 1, Page-in-memory: 48, Process Evicted: C
[0:043.6] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:043.6] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:043.6] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.6] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:043.6] Process: Z, Page Referenced: 4, Page-in-memory: 24
[0:043.6] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:043.6] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:043.6] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:043.6] Process: N, Page Referenced: 1, Page-in-memory: 42
[0:043.6] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.7] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:043.7] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:043.7] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.7] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:043.7] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:043.7] Process: W, Page Referenced: 6, Page-in-memory: 36
[0:043.7] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:043.7] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:043.7] Process: N, Page Referenced: 1, Page-in-memory: 42
[0:043.7] Process: x, Page Referenced: 16, Page-in-memory: 44
[0:043.8] Process: o, Page Referenced: 8, Page-in-memory: 83
[0:043.8] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:043.8] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.8] Process: N, Page Referenced: 1, Page-in-memory: 1
[0:043.8] Process: Z, Page Referenced: 4, Page-in-memory: 24
[0:043.8] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:043.8] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:043.8] Process: k, Page Referenced: 2, Page-in-memory: 49, Process Evicted: d
[0:043.8] Process: N, Page Referenced: 1, Page-in-memory: 42
[0:043.8] Process: x, Page Referenced: 1, Page-in-memory: 48
[0:043.9] Process: o, Page Referenced: 1, Page-in-memory: 80
[0:043.9] Process: D, Page Referenced: 2, Page-in-memory: 5
[0:043.9] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.9] Process: N, Page Referenced: 1, Page-in-memory: 1
[0:043.9] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:043.9] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:043.9] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:043.9] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:043.9] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:043.9] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:044.0] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:044.0] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:044.0] Process: N, Page Referenced: 2, Page-in-memory: 50, Process Evicted: C
[0:044.0] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: h, Enter, Size: 5, Service Duration: 3
Memory-map: hNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkN61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:044.1] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:044.1] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:044.1] Process: x, Page Referenced: 4, Page-in-memory: 51, Process Evicted: 6
[0:044.1] Process: N, Page Referenced: 2, Page-in-memory: 50
[0:044.1] Process: Z, Exit, Size: 5, Service Duration: 2
Memory-map: hNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNx1KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:044.1] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:044.1] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:044.1] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:044.1] Process: N, Page Referenced: 2, Page-in-memory: 52, Process Evicted: 1
[0:044.1] Process: x, Page Referenced: 9, Page-in-memory: 53, Process Evicted: K
[0:044.1] Process: h, Page Referenced: 4, Page-in-memory: 54, Process Evicted: d
[0:044.1] Process: a, Enter, Size: 11, Service Duration: 3
Memory-map: aNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:044.2] Process: o, Exit, Size: 11, Service Duration: 5
Memory-map: aNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:044.2] Process: D, Page Referenced: 2, Page-in-memory: 5
[0:044.2] Process: x, Page Referenced: 7, Page-in-memory: 8
[0:044.2] Process: N, Exit, Size: 5, Service Duration: 3
Memory-map: aNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:044.2] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:044.2] Process: s, Page Referenced: 2, Page-in-memory: 55, Process Evicted: K
[0:044.2] Process: k, Page Referenced: 2, Page-in-memory: 49
[0:044.2] Process: N, Exit, Size: 17, Service Duration: 1
Memory-map: aNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhso16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:044.2] Process: x, Page Referenced: 5, Page-in-memory: 56, Process Evicted: o
[0:044.2] Process: h, Page Referenced: 3, Page-in-memory: 57, Process Evicted: 1
[0:044.2] Process: a, Page Referenced: 10, Page-in-memory: 58, Process Evicted: 6
[0:044.3] Process: D, Page Referenced: 3, Page-in-memory: 59, Process Evicted: K
[0:044.3] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:044.3] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:044.3] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:044.3] Process: k, Page Referenced: 4, Page-in-memory: 60, Process Evicted: L
[0:044.3] Process: x, Page Referenced: 3, Page-in-memory: 61, Process Evicted: 2
[0:044.3] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:044.3] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:044.4] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:044.4] Process: x, Page Referenced: 16, Page-in-memory: 97
[0:044.4] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:044.4] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:044.4] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:044.4] Process: x, Page Referenced: 7, Page-in-memory: 62, Process Evicted: 6
[0:044.4] Process: h, Page Referenced: 1, Page-in-memory: 63, Process Evicted: L
[0:044.4] Process: a, Page Referenced: 10, Page-in-memory: 58
[0:044.5] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:044.5] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:044.5] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:044.5] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:044.5] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:044.5] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.5] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:044.5] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:044.6] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:044.6] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.6] Process: W, Page Referenced: 10, Page-in-memory: 32
[0:044.6] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:044.6] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:044.6] Process: x, Page Referenced: 16, Page-in-memory: 44
[0:044.6] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:044.6] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:044.7] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:044.7] Process: x, Page Referenced: 16, Page-in-memory: 97
[0:044.7] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:044.7] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:044.7] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:044.7] Process: x, Page Referenced: 4, Page-in-memory: 64, Process Evicted: 6
[0:044.7] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:044.7] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:044.8] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:044.8] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.8] Process: W, Page Referenced: 5, Page-in-memory: 65, Process Evicted: o
[0:044.8] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:044.8] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:044.8] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.8] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:044.8] Process: a, Page Referenced: 4, Page-in-memory: 66, Process Evicted: 4
[0:044.9] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:044.9] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.9] Process: W, Page Referenced: 10, Page-in-memory: 32
[0:044.9] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:044.9] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:044.9] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:044.9] Process: h, Page Referenced: 4, Page-in-memory: 54
[0:044.9] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:045.0] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:045.0] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:045.0] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:045.0] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:045.0] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:045.0] Process: x, Page Referenced: 6, Page-in-memory: 67, Process Evicted: 6
[0:045.0] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:045.0] Process: a, Page Referenced: 1, Page-in-memory: 68, Process Evicted: o
[0:045.1] Process: D, Exit, Size: 5, Service Duration: 5
Memory-map: aNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:045.1] Process: x, Exit, Size: 17, Service Duration: 4
Memory-map: aNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:045.1] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:045.1] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:045.1] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:045.1] Process: x, Page Referenced: 16, Page-in-memory: 44
[0:045.1] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:045.1] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:045.2] Process: W, Page Referenced: 10, Page-in-memory: 32
[0:045.2] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:045.2] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:045.2] Process: x, Page Referenced: 1, Page-in-memory: 48
[0:045.2] Process: h, Page Referenced: 4, Page-in-memory: 54
[0:045.2] Process: a, Page Referenced: 10, Page-in-memory: 58
[0:045.3] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:045.3] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:045.3] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:045.3] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:045.3] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:045.3] Process: a, Page Referenced: 5, Page-in-memory: 69, Process Evicted: K
[0:045.4] Process: W, Page Referenced: 5, Page-in-memory: 65
[0:045.4] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:045.4] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:045.4] Process: x, Page Referenced: 16, Page-in-memory: 44
[0:045.4] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:045.4] Process: a, Page Referenced: 5, Page-in-memory: 69
[0:045.5] Process: W, Page Referenced: 7, Page-in-memory: 70, Process Evicted: H
[0:045.5] Process: s, Page Referenced: 10, Page-in-memory: 71, Process Evicted: 6
[0:045.5] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:045.5] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:045.5] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:045.5] Process: a, Page Referenced: 7, Page-in-memory: 72, Process Evicted: o
[0:045.6] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:045.6] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:045.6] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:045.6] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:045.6] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:045.6] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:045.7] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:045.7] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:045.7] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:045.7] Process: x, Page Referenced: 9, Page-in-memory: 53
[0:045.7] Process: h, Page Referenced: 4, Page-in-memory: 54
[0:045.7] Process: a, Page Referenced: 9, Page-in-memory: 73, Process Evicted: K
[0:045.8] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:045.8] Process: s, Page Referenced: 7, Page-in-memory: 38
[0:045.8] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:045.8] Process: x, Page Referenced: 1, Page-in-memory: 48
[0:045.8] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:045.8] Process: a, Page Referenced: 10, Page-in-memory: 58
[0:045.9] Process: W, Page Referenced: 4, Page-in-memory: 74, Process Evicted: 4
[0:045.9] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:045.9] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:045.9] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:045.9] Process: h, Page Referenced: 1, Page-in-memory: 63
[0:045.9] Process: a, Page Referenced: 1, Page-in-memory: 68
[0:046.0] Process: W, Page Referenced: 10, Page-in-memory: 32
[0:046.0] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.0] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:046.0] Process: x, Page Referenced: 16, Page-in-memory: 44
[0:046.0] Process: h, Page Referenced: 4, Page-in-memory: 54
[0:046.0] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:046.0] Process: T, Enter, Size: 11, Service Duration: 1
Memory-map: TNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaaWsaaWH614Lo4ooK4vKDovov6vHoxDx
[0:046.1] Process: W, Page Referenced: 10, Page-in-memory: 32
[0:046.1] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:046.1] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:046.1] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:046.1] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:046.1] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:046.1] Process: T, Page Referenced: 6, Page-in-memory: 75, Process Evicted: H
[0:046.1] Process: X, Enter, Size: 11, Service Duration: 2
Memory-map: XNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaaWsaaWT614Lo4ooK4vKDovov6vHoxDx
[0:046.2] Process: W, Exit, Size: 11, Service Duration: 4
Memory-map: XNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaaWsaaWT614Lo4ooK4vKDovov6vHoxDx
[0:046.2] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:046.2] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:046.2] Process: x, Page Referenced: 1, Page-in-memory: 48
[0:046.2] Process: h, Page Referenced: 4, Page-in-memory: 54
[0:046.2] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:046.2] Process: T, Page Referenced: 10, Page-in-memory: 76, Process Evicted: 6
[0:046.2] Process: X, Page Referenced: 10, Page-in-memory: 77, Process Evicted: 1
[0:046.2] Process: s, Enter, Size: 17, Service Duration: 5
Memory-map: sNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaaWsaaWTTX4Lo4ooK4vKDovov6vHoxDx
[0:046.3] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.3] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:046.3] Process: x, Page Referenced: 1, Page-in-memory: 48
[0:046.3] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:046.3] Process: a, Page Referenced: 6, Page-in-memory: 78, Process Evicted: 4
[0:046.3] Process: T, Page Referenced: 10, Page-in-memory: 76
[0:046.3] Process: X, Page Referenced: 10, Page-in-memory: 77
[0:046.3] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.3] Process: e, Enter, Size: 11, Service Duration: 1
Memory-map: eNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaaWsaaWTTXaLo4ooK4vKDovov6vHoxDx
[0:046.4] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:046.4] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:046.4] Process: x, Page Referenced: 13, Page-in-memory: 79, Process Evicted: L
[0:046.4] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:046.4] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:046.4] Process: T, Page Referenced: 10, Page-in-memory: 76
[0:046.4] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:046.4] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.4] Process: e, Page Referenced: 1, Page-in-memory: 80, Process Evicted: o
[0:046.4] Process: y, Enter, Size: 5, Service Duration: 5
Memory-map: yNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksNkxosNxkNxNxhsxhaDkxxhxWaxaaWsaaWTTXaxe4ooK4vKDovov6vHoxDx
[0:046.5] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.5] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:046.5] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:046.5] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:046.5] Process: a, Page Referenced: 10, Page-in-memory: 58
[0:046.5] Process: T, Page Referenced: 0, Page-in-memory: 0
[0:046.5] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:046.5] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.5] Process: e, Page Referenced: 10, Page-in-memory: 81, Process Evicted: 4
[0:046.5] Process: y, Page Referenced: 1, Page-in-memory: 82, Process Evicted: o
[0:046.6] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:046.6] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:046.6] Process: x, Page Referenced: 1, Page-in-memory: 48
[0:046.6] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:046.6] Process: a, Page Referenced: 10, Page-in-memory: 58
[0:046.6] Process: T, Page Referenced: 7, Page-in-memory: 83, Process Evicted: o
[0:046.6] Process: X, Page Referenced: 10, Page-in-memory: 77
[0:046.6] Process: s, Page Referenced: 3, Page-in-memory: 84, Process Evicted: K
[0:046.6] Process: e, Page Referenced: 10, Page-in-memory: 81
[0:046.6] Process: y, Page Referenced: 3, Page-in-memory: 85, Process Evicted: 4
[0:046.7] Process: s, Page Referenced: 4, Page-in-memory: 86, Process Evicted: v
[0:046.7] Process: k, Page Referenced: 4, Page-in-memory: 60
[0:046.7] Process: x, Page Referenced: 1, Page-in-memory: 48
[0:046.7] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:046.7] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:046.7] Process: T, Page Referenced: 10, Page-in-memory: 76
[0:046.7] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:046.7] Process: s, Page Referenced: 7, Page-in-memory: 87, Process Evicted: K
[0:046.7] Process: e, Page Referenced: 10, Page-in-memory: 81
[0:046.7] Process: y, Page Referenced: 2, Page-in-memory: 88, Process Evicted: D
[0:046.8] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:046.8] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:046.8] Process: x, Page Referenced: 3, Page-in-memory: 61
[0:046.8] Process: h, Page Referenced: 4, Page-in-memory: 54
[0:046.8] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:046.8] Process: T, Page Referenced: 10, Page-in-memory: 76
[0:046.8] Process: X, Page Referenced: 1, Page-in-memory: 89, Process Evicted: o
[0:046.8] Process: s, Page Referenced: 1, Page-in-memory: 90, Process Evicted: v
[0:046.8] Process: e, Page Referenced: 0, Page-in-memory: 0
[0:046.8] Process: y, Page Referenced: 4, Page-in-memory: 91, Process Evicted: o
[0:046.9] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.9] Process: k, Page Referenced: 1, Page-in-memory: 43
[0:046.9] Process: x, Page Referenced: 4, Page-in-memory: 64
[0:046.9] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:046.9] Process: a, Page Referenced: 4, Page-in-memory: 66
[0:046.9] Process: T, Page Referenced: 8, Page-in-memory: 92, Process Evicted: v
[0:046.9] Process: X, Page Referenced: 1, Page-in-memory: 89
[0:046.9] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:046.9] Process: e, Page Referenced: 1, Page-in-memory: 80
[0:046.9] Process: y, Page Referenced: 1, Page-in-memory: 82
[0:047.0] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:047.0] Process: k, Page Referenced: 9, Page-in-memory: 93, Process Evicted: 6
[0:047.0] Process: x, Page Referenced: 0, Page-in-memory: 0
